,anteiken,anzeichnen, markieren,,
,antellen,anzählen,,,
,anticken,anstoßen (sanft),,,
,antrehen,antreten,,,
de,Antwoort,Antwort,,,
,antwoorten,antworten,,,
,anwassen,anwachsen,,,
,anwennen,anwenden,,,
,anwiernen,angewöhnen,,,
,anwiesen,anweisen,,,
de,Appel,Apfel,,,
de,Appelbottern,Apfelmus,,,
de,Appelkeoken,Apfelkuchen,,,
de,Appelkoahn,Boot (abfällig),,,
de,Appelplücker,Apfelpflücker,,,
de,Appelsaft,Apfelsaft,,,
de,Appelstütk,Apfelrest mit Kerngehäuse und Stiel,,,
de,April,April,,,
de,Apteiken,Apotheke,,,
de,Ärhn,Erde, Boden,,
de,Ärmitten,Ameisen,,,
de,Ärmittenschärper,Sonderling,,,
de,Asken,Asche,,,
de,Askenkassen,Aschekasten,,,
de,Assen,Achse,,,
dat,Auge,Auge,,,
de,August,August,,,
,auk,auch,,,
,aule,alte,,,
dat,aule Reff,Frau (frech),,,
de,Aulen,Eltern,,,
de,Aulske,Greisin, alte Frau (abfällig),,
,ault,alt,,,
de,Aultjoahrsoabend,Silvester,,,
dat,Austerfüer,Osterfeuer,,,
,Austern,Ostern,,,
dat,Auto,Auto,,,
de,Äxen,Axt,,,
,baaien,bieten,,,
de,Baal,Ball,,,
de,Baalg (Baalch),Balg, Bauch,,
de,Baalgen,Wanne (groß),,,
,baalgen,raufen,,,
de,Baalgeraaie,Toberei,,,
de,Baalgreimen (Baalchreimen),Bauchgurt,,,
de,Baalken,Balken, Bodenraum, Kantholz,
de,Baalkenliuken,Bodenluke,,,
de,Babutz,Friseur,,,
de,Backelken,Primel,,,
,backen,backen,,,
de,Backen,Wangen,,,
de,Backenboart,Wangenbart,,,
de,Backentoahn,Backenzahn,,,
de,Bäcker,Bäcker,,,
de,Bäckeraaie,Bäckerei,,,
de,Backetrog (Backetroch),Backtrog,,,
de,Backohmn,Backofen,,,
dat,Backs,Backhaus,,,
de,Backstein,Ziegelstein,,,
de,Backvull,Armvoll,,,
dat,Bad,Heilbad,,,
,bähen,saufen, Sau ist rauschig,,
de,Bähentrecker,Bärenführer,,,
dat,Ballerkoorn,Hafer-Bohnengemisch,,,
de,Ballerkopp,Polterer,,,
de,Bammel,Angst,,,
,Bammel hämmen,Angst haben,,,
,bange,ängstlich,,,
de,Bange,Angst,,,
,bange moaken,einschüchtern,,,
,bange sien,ängstlich sein,,,
de,Bangeböxen,Angsthase,,,
de,Bank, de Bänke,Bank,,
,bannig (bannich),sehr (viel, scharf, lange ),
,bännigen,bändigen,,,
de,Bansen,Packraum für Getreidegarben,,,
de,Bär,Eber,,,
de,Bär,Bär,,,
,bärde,beide,,,
,bärsk,rauschiges Schwein,,,
dat,Bass,Baumrinde, Haut, Bast,
,bassen,bersten,,,
de,Batzen,Menge (viel, groß),,
de,Bauhnen,Bohnen,,,
,baule,bald,,,
de,Baum, de Böame,Baum,,
de,Baumlöarper,Spechtmeise, Baumläufer,,
,Bedacht (mit Bedacht),Überlegung (mit Überlegung),,,
,bedacht sien,überlegt,,,
,bedanken,bedanken,,,
,bedeinen,bedienen,,,
de,Bedenktiet,Bedenkzeit,,,
,bediuern,bedauern,,,
de,Bedragg (Bedrach),Betrag,,,
,bedregen,betragen,,,
,bedreigen,betrügen,,,
de,Bedreiger,Betrüger,,,
,bedrieben,betreiben,,,
,bedroibet,betrübt, traurig,,
,bedroopen,betroffen,,,
de,Bedrugg (Bedruch),Betrug,,,
de,Bedrulje,Bedrängnis,,,
,bedrüüst,betäubt, schwindelig,,
,bedüüen,bedeuten,,,
de,Beerg (Beerch), de Beerge,Berg,,
,beerg-af (beerch-af),bergab,,,
,beerg-doal (beerch-doal),bergab,,,
,beerg-rünner (beerch-rünner),bergab,,,
,beerg-up (beerch-up),bergauf,,,
de,Beerken,Birke,,,
dat,Beffken,Beffchen (weißes Beffchen am Talar des Pastors),,,
,befoaten,befassen,,,
,befoihlen,befühlen,,,
,begeiten,begießen,,,
,begierm,begeben,,,
de,Begiermhert,Begebenheit, Anwesen,,
,begoabt,begabt,,,
de,Begräfte,Grabstätte,,,
,begrautmiulen,begutachten,,,
,begriepen,begreifen,,,
de,Begriff,Vorstellung von etwas,,,
,begroaben,begraben,,,
,begrünnen,begründen,,,
,behaulen,behalten,,,
,behen,beten, bitten,,
de,Behiusung,Behausung,,,
,behoagen,behagen,,,
,behoien,behüten, beschützen,,
dat,Beier,Bier,,,
dat,Bein,Bein,,,
dat,Beispierl,Beispiel,,,
dat,Beist,Biest, Untier,,
de,Beistmelk,Kolostralmilch (Erstmilch nach der Geburt),,,
,bekehen,bekehren,,,
,bekieken,ansehen,,,
,bekinnen,bekennen,,,
,bekoakeln,bereden,,,
,beköstigen,verpflegen,,,
,bekriegen,beherrschen, beruhigen, sich umtun,
,beküen,besprechen,,,
,beküesk,gesprächig, redselig,,
,bekurm,bekommen, vertragen (in gesundheitlicher Hinsicht),,
,belaupen,belaufen, erledigen,,
,beleggen,belegen,,,
,beleigen,belügen,,,
,belen,betteln,,,
de,Beleraaie,Bettelei,,,
,beliekteiken,etwas erklären,,,
,belierben,erleben,,,
,bemiegen,einnässen, anpinkeln,,
,bemoalen,bemalen,,,
,bemoihen,bemühen,,,
,bemoiten,begegnen,,,
,benierbelt,benebelt,,,
,benierm,benehmen,,,
,benoadeilen,benachteilen,,,
,benömmen,benennen,,,
de,Beo,Bau,,,
dat,Beoed,Bord, Regal,,
,beoen,bauen,,,
dat,Beok, de Boiker,Buch,,
de,Beokbiener,Buchbinder,,,
de,Beokeckern,Bucheckern,,,
de,Beokfink,Buchfink,,,
de,Beokstoabe,Buchstabe,,,
,beokstoabiehen,buchstabieren,,,
de,Beokweiten,Buchweizen,,,
de,Beoplatz,Bauplatz,,,
,berappen,bezahlen,,,
,bereken,berechnen,,,
,bereopen,berufen,,,
de,Beritt,Bereich, Bezirk,,
,beriuken,beriechen, Kontakt aufnehmen,,
,beroaen,beraten,,,
dat,Berre, de Bedden,Bett,,
de,Berregoahnstiet,Schlafenszeit,,,
dat,Berreloaken,Bettlaken,,,
de,Berremieger,Bettnässer,,,
de,Berrestiehe, Bettstiehe,Bettgestell,,
dat,Berrestrauh,Bettstroh (anstatt Matratze),,,
de,Bertel,Stecheisen,,,
,besöamen,besäumen,,,
,besoiken,besuchen,,,
,besonners,besonders,,,
,bespriehen,bespreizen,,,
de,Bessen,Besen,,,
de,Bessenbiener,Besenbinder,,,
de,Bessenrieser,Besenreisig,,,
de,Bessenstierl,Besenstiel,,,
,bestännig (bestännich),beständig,,,
de,Bestännigkert (Bestännichkert),Beständigkeit,,,
,bestellen,bestellen,,,
,bestimmt,bestimmt,,,
,bestriehen,bestreiten,,,
,bet,bis,,,
,Betand,Wichtigkeit,,,
,beteihn,beziehen,,,
,beteiken,bezeichnen,,,
,beter,besser,,,
de,Beterung,Besserung,,,
,betheer,bisher,,,
,betiehen,beizeiten,,,
,betoahlen,bezahlen,,,
de,Betogg (Betoch),Bezug,,,
,betügen,bezeugen,,,
,bewassen,bewachsen,,,
,beweerkstelligen,hinbekommen,,,
,bewegen,bewegen,,,
de,Bewies,Beweis, Kleinigkeit,,
,bewiesen,beweisen,,,
,bewoahen,bewahren,,,
,bewotteln,bewurzeln,,,
,bewunnern,bewundern,,,
,bi,bei,,,
,biaf,übrig,,,
,bian,stetig weiter,,,
de,Bichte,Beichte,,,
de,Bichtkommern,Beichtkammer,,,
,bidann,zeitnah,,,
,bidenne,trennen, vereinzeln,,
,bidenneliuken,vereinzeln (bei Rübenpflanzen),,,
,bidoal,vorbei, nebenher,,
de,Biehen,Birnen, Beeren,,
de,Bielen,Zimmermannsbeil,,,
,bien,beim,,,
dat,Biend,Maßeinheit für Garn (Haspel),,,
dat,Biendken,Band zur Trachtenmütze,,,
,bienen,binden,,,
,bierben,beben, zittern,,
de,Bierke,Bach,,,
,biersen,sausen, rennen,,
,bieten,beißen,,,
,bietsk,bissig,,,
,bifoihlen,Follikelkontrolle,,,
,bikriupen,beikriechen (Annäherung),,,
dat,Bild, de Biller,Bild,,
,bileibe,beileibe,,,
dat,Billerbeok,Bilderbuch,,,
de,Billerboahn,schiefe Bahn (sozialer Abstieg),,,
,billig (billich),billig,,,
de,Bindfissen, Bindfoaden,Bindfaden,,
,binnen,innen, hinein,,
de,Binoame,Beiname (Hofname),,,
,biober,übrig,,,
,birten,etwas,,,
de,Bischlöaper,Beischläfer,,,
,bisetten,dazusetzen,,,
de,Bisetteschaaien,Aufsatzbrett vom Ackerwagen,,,
,bisiete,beiseite,,,
,bisse, bis diu,bist du,,
,bisteken,Hinweis geben,,,
,bistoahn,beistehen, helfen,,
,bistüen,beisteuern,,,
,biteo,nebenbei,,,
,biteogoahn,fremdgehen,,,
,bitiehen,beizeiten,,,
,bitiets,beizeiten,,,
,bitken,wenig, bisschen,,
,bitterböase,bitterböse,,,
de,Biuer,Bauer,,,
de,Biueraaie,bäuerlicher Betrieb,,,
de,Biuernhoff,Bauernhof,,,
de,Biuerntrampel,Trottel,,,
de,Biuk,Bauch,,,
de,Biukpiene,Bauchschmerzen,,,
de,Biulen,Beule,,,
,biuten,draußen,,,
de,Biutenwand,Außenwand,,,
,biwieten,beiweiten,,,
dat,Blaag (Blaach), de Bloargen,Kind,,
dat,Blackglass,Tintenfass,,,
,blackstärt,nackt,,,
,blaffen,kläffen,,,
,blahen,weinen, untröstlich heulen,,
,blänken,glitzern, blinken, schimmern,
dat,Blatt (innen Bloae),Tageszeitung (in der Tageszeitung),,,
dat,Blatt, de Bleare,Blatt am Baum,,
de,Blattlius, de Blattlüse,Blattlaus,,
,blau,blau,,,
,blaus,nur,,,
,blaut,bloß, unbedeckt,,
dat,Bleck,Blech,,,
,bleckern,blechern,,,
de,Bleckschähen,Blechschere,,,
de,Bleifehen,Bleistift,,,
de,Bleike,Grasfläche zur Wäschebleiche,,,
,bleiken,bleichen,,,
dat,Bleikestück,Leinenballen, Leinenmaß,,
de,Bleomen,Blume,,,
de,Bleomenbusk,Blumenstrauß,,,
de,Bleomengoahen,Blumengarten,,,
de,Bleomenkaul,Blumenkohl,,,
dat,Bleot,Blut,,,
,bleotoarm,blutarm,,,
de,Bleser,Bläser,,,
de,Blesse,Stirnzeichnung von Pferd und Kuh (weiß),,,
,blieben,bleiben,,,
,bliend,blind,,,
,blienddoiken,Augen zubinden (bei scheuenTieren),,,
de,Blienefleigen,Stechfliege,,,
de,Blienekeoh,Blindekuh (Kinderspiel),,,
,blierken,bellen,,,
de,Blierker,Beller (ständig bellender Hund),,,
,blitzeblank,sauber (sehr sauber),,,
,blitzen,betrinken,,,
,blitzen,glänzen,,,
,bloa,blau,,,
de,Bloagen,Kinder,,,
,bloahen,blättern,,,
,bloaihen,blühen,,,
de,Bloasebaalg (Bloasebaalch),Blasebalg,,,
,bloasen,blasen,,,
de,Bloasen,Blase,,,
dat,Bloashörn,Blashorn,,,
,blöde,blöd,,,
,bloien,bluten,,,
,bloimerig,trüb (trübe Flüssigkeit),,,
de,Blombe,Plombe (Zahnfüllung),,,
,bluchterig (bluchterich),ungestüm,,,
de,Boahn,Bahn,,,
de,Boan,Beil,,,
,boan,baden,,,
,boarselig (boarselich),unachtsam,,,
de,Boarselkopp,Mensch, ungeschickt,,
,boarsk,barfuß,,,
de,Boart,Bart,,,
de,Boartlicker,Schleimer, Speichellecker,,
,böase,böse,,,
de,Böasewicht,Bösewicht,,,
,bockbeinig,widerspenstig,,,
de,Boiken,Buche,,,
,boistern,wegjagen,,,
,boiten,heizen,,,
de,Bokemührlen,Bokemühle (Hammerwerk zur Flachsbearbeitung),,,
,bölken,schreien,,,
de,Bölkeraaie,Geschrei,,,
dat,Bölkewoater,Mineralwasser mit Kohlensäure,,,
de,Bölkhaals,Schreihals,,,
de,Bönsel,Junge (klein),,,
,boom,oben,,,
,bossen,geborsten, aufgeplatzt,,
,bössen,bürsten,,,
de,Bössen,Bürste,,,
de,Bost, de Böste,Brust, Euter,
de,Bostkassen,Brustkasten,,,
dat,Botter,Butterbrot,,,
dat,Botterbecken,Butterschale,,,
de,Botterbleomen,Löwenzahn,,,
dat,Botterfatt, de Botterkaan,Butterfass (zur Butterherstellung),,
de,Bottermelk,Buttermilch,,,
dat,Bottermelksanballerßel,Buttermilchgericht mit Kartoffeln (Suppe/Eintopf),,,
de,Bottermullen,Holzschale zum Kneten der Butter,,,
de,Bottern,Butter,,,
,bottern,buttern,,,
de,Böxen,Hose,,,
de,Böxenschieter,Hosenscheißer, ängstlicher Mensch,,
de,Böxenwulf,Junge (klein),,,
de,Braaien,Ackerstück (sehr breit),,,
de,Bracken,Kinder,,,
,bräet,breit,,,
,bräetbeinig,breitbeinig,,,
de,Bramm,Ginster,,,
,brammen,husten (trocken),,,
de,Brand,Feuersbrunst, Vorrat an Heizmaterial, Durst (großer),
de,Brandbreif,Bittbrief (sehr dringend),,,
de,Brannewien,Branntwein,,,
de,Brassel,Aufgabenvielfalt, Wust,,
de,Brast,Zorn, Erregung,,
,brästig (brästich),breit, kräftig,,
dat,Braut, de Bröe,Brot,,
de,Brautkoorf,Brotkorb,,,
de,Brautkossen,Brotkruste,,,
dat,Brautmest,Brotmesser,,,
dat,Brautwoater,Brotwasser (Getränk aus Wasser und Schwarzbrotstücke),,,
de,Bregen,Gehirn,,,
,bregenklürterig,vergesslich,,,
de,Bregenwost,Wurst mit Gehirn vom Schwein,,,
de,Breif, de Breiwe,Brief,,
de,Breifdiuben,Brieftaube, Brieftauben,,
de,Breifdreger,Briefträger,,,
,breitz,beinahe, fast,,
,breken,brechen, erbrechen,,
dat,Brekiesen,Brechstange,,,
,brennen,brennen,,,
de,Brenneraaie,Brennerei,,,
,brennerig (brennerich),Brenngeruch,,,
dat,Brennhult,Brennholz,,,
de,Brennniertel,Brennnessel,,,
de,Brennschähen,Brennschere,,,
de,Brenntrogg (Brenntroch),Holzwanne zum Enthaaren eines getöteten Schlachtschweins,,,
de,Breoer, de Broier,Bruder,,
dat,Breok,Bruch (Feuchtwiesen),,,
de,Brerre,Breite,,,
dat,Brett, de Breere,Brett,,
de,Brettsteohl,Brettstuhl,,,
de,Brickentwärnt,Stern mit Handzwirn,,,
de,Brill,Brille, Drahtkrampe im Schweinerüssel (Piercing), Klositz,
dat,Brillenfeoer,Brillenetui,,,
,bringen,bringen,,,
,briuken,brauchen,,,
,briun,braun,,,
,Briusejoahre,Pubertät,,,
de,Briusen,Brause, Gießkannenvorsatz,,
,briusen,brausen,,,
de,Briut,Braut,,,
de,Briutdisk,Hochzeitsgeschenketisch,,,
dat,Briutklärd,Brautkleid,,,
de,Briutlühe,Brautleute,,,
dat,Briutpoar,Brautpaar,,,
de,Briutwoagen,Brautwagen mit Aussteuer (Wäsche, Möbel, Mitgift),
de,Broabiehen,Birnen (getrocknet),,,
de,Broabiehen teohaupepacken,Habe einpacken,,,
,broaen,braten,,,
de,Broaen,Braten,,,
de,Broaken,Flachsbrecher, Zweig (abgeschnitten),,
,broaken,Flachs brechen,,,
de,Broakenkrüpers,Bohnenvariante (die an Ästen ranken kann),,,
dat,Broakland,Brachland,,,
de,Broatappel,Bratapfel,,,
de,Broatohmn,Bratofen,,,
de,Broatpannen,Bratpfanne,,,
de,Brocken,Person (schwergewichtig), Sachen,,
de,Brügamm,Bräutigam,,,
de,Brüggen,Brücke,,,
,brühen,necken, veräppeln,,
de,Brummitten,Brombeeren,,,
de,Brummkrüsel,Brummkreisel,,,
de,Bübbitten,Blaubeeren,,,
,bücken,bücken,,,
de,Budding,Pudding,,,
de,Büen,Dachboden,,,
,bühen,heben,,,
de,Bühl, de Bühls,Beutel,,
dat,bühlt Mehl,Mehl (gesiebtes Weizenmehl),,,
de,Bullenpiersel,Ochsenziemer,,,
de,Bullerbass,Mensch (grob und ungehobelt),,,
de,Bullerböxen,Hose (weit),,,
de,Bullerwoagen,Handwagen,,,
,bullsterig (bullsterich),ungekämmt,,,
de,Bullsterkopp,Wuschelkopf,,,
dat,Bullweerk,Hand- und Spanndienste für die Kommune (unentgeltlich),,,
,bullweerken,arbeiten für das Gemeinwesen,,,
de,Bult, de Bülte,grasbewachsene Stelle im sumpfigen Gelände (inselhaft),,
de,Bulten,Bolzen,,,
de,Bulthütten,Behausung (baufällig),,,
de,Bulzen,Kater,,,
,bündken,wickeln (Windeln),,,
de,Bunken,Erdklumpen (grobe),,,
de,Bünsel,Rind oder Bulle (Stufe nach dem Kalb),,,
,bunt,bunt, unerträglich,,
,bunt moaken,schmücken, kränzen,,
de,Burch,Eber (kastriert),,,
de,Burchpiersel,Geschlechtsteil vom kastrierten Eber,,,
de,Bürgel,Bügel,,,
de,Bürgelkoorf,Bügelkorb,,,
de,Burrei,Porree,,,
,burseln,wühlen,,,
de,Bus,Bus,,,
de,Busk, de Büske,Busch, Strauch, Waldstück (klein)
de,Büssen,Buchse, Blechdose,,
,butt,schlimm,,,
dat,Buttenne,Wurst im Dickdarm,,,
,butz,sofort,,,
de,Butz,Friseur,,,
dat,Chriskiend,Christkind,,,
dat,Chriskindken,Christkindchen, Weihnachtsgeschenk,,
de,Christ,Christ,,,
de,Cloon,Clown,,,
de,Colon,Kleinbauer,,,
,daaien,tauen,,,
dat,Daaiet,Tier oder Mensch (widerspenstig),,,
dat,Dack, de Däcker (uppen Doake),Dach (auf dem Dach),,
de,Dackpannen,Dachziegel,,,
de,Dackrennen,Dachrinne,,,
de,Dacksteohl,Dachstuhl,,,
dat,Dackstrauh,Langstroh für Strohdächer,,,
de,Dagg (Dach), de Doage,Tag,,
de,Damp,Dampf,,,
,dampen,dampfen,,,
,dämpen,dämpfen,,,
de,Dämper,Kartoffeldämpfer,,,
,dämpig (dämpich),asthmatisch (in der Regel bei Pferden),,,
,danken,danken,,,
,danne,fit, entwickelt,,
de,Dannen,Tanne, Fichte,,
de,Dannenappel,Tannenzapfen,,,
de,Dannenbaum,Tannenbaum,,,
,danzen,tanzen,,,
de,Dassel,Schädel,,,
,dat,das,,,
,datt,dass,,,
,dau,damals (zu dem Zeitpunkt), da,,
,dauf,taub,,,
,daumoals,damals,,,
de,Daut,Tod,,,
,daute,tot,,,
de,Daute, de Dohen,Tote,,
,de,der, die,,
,decken,decken,,,
de,Deel,Diele,,,
de,Deetz,Kopf,,,
,dehen,den, denen, deren, dessen
de,Deif, de Deibe,Dieb,,
de,Deig (Deich),Teig,,,
dat,Deil,Ackerstück,,,
dat,Deil, de Deile,Teil,,
,deilen,teilen,,,
,deinen,dienen,,,
de,Deiner,Diener,,,
,deipe,tief,,,
de,Deipte,Tiefe,,,
de,Deken,Decke,,,
dat,Dell,Hornhaut,,,
de,Dellen,Delle,,,
,dem,dem,,,
,den,den, dem,,
,denken,denken,,,
,denken helpen,erinnern,,,
dat,Denkmoal,Denkmal,,,
